article_id,author_id,category_id,status,title,slug,published_at,views_count,created_at,updated_at,current_rev
29640,1,6,archived,How-To Study Deep Learning #29640,article-29640,,238,2023-05-31 00:00:00,2023-07-07 00:00:00,38514
29641,3,5,archived,Update How-To Survey Update #29641,article-29641,,196,2023-02-01 00:00:00,2023-04-20 00:00:00,38515
29642,21,1,published,Update Learning Study Learning #29642,article-29642,2023-11-07 00:00:00,180,2023-09-06 00:00:00,2023-11-26 00:00:00,38516
29643,54,10,published,Trends Trends Survey Insights #29643,article-29643,2023-04-26 00:00:00,198,2023-04-14 00:00:00,2023-05-16 00:00:00,38517
29644,51,1,published,Update Guide Update Guide #29644,article-29644,2023-09-16 00:00:00,213,2023-09-04 00:00:00,2023-10-02 00:00:00,38518
29645,33,3,draft,Insights Update Insights Guide #29645,article-29645,,192,2023-02-16 00:00:00,2023-04-08 00:00:00,38519
29646,13,9,published,Deep Deep Review How-To #29646,article-29646,2023-04-10 00:00:00,209,2023-04-05 00:00:00,2023-04-14 00:00:00,38521
29647,53,10,published,Review Learning Analysis Learning #29647,article-29647,2023-03-08 00:00:00,195,2023-01-27 00:00:00,2023-03-23 00:00:00,38523
29648,16,8,published,Deep Analysis Guide Deep #29648,article-29648,2023-04-02 00:00:00,204,2023-01-14 00:00:00,2023-04-07 00:00:00,38524
29649,10,3,published,Analysis Analysis Trends Trends #29649,article-29649,2023-05-11 00:00:00,206,2023-02-12 00:00:00,2023-05-18 00:00:00,38526
29650,16,9,draft,Survey Guide Insights Review #29650,article-29650,,159,2023-12-29 00:00:00,2024-01-27 00:00:00,38527
29651,27,9,published,Guide Insights Update Insights #29651,article-29651,2023-04-22 00:00:00,189,2023-02-05 00:00:00,2023-05-01 00:00:00,38529
29652,6,7,published,Update Review Trends Study #29652,article-29652,2023-06-16 00:00:00,209,2023-04-13 00:00:00,2023-07-14 00:00:00,38530
29653,54,3,archived,Update Insights Study How-To #29653,article-29653,,191,2023-01-30 00:00:00,2023-05-12 00:00:00,38532
29654,30,6,published,Update Trends Analysis Analysis #29654,article-29654,2023-03-07 00:00:00,196,2023-02-26 00:00:00,2023-03-13 00:00:00,38533
29655,5,2,published,Deep Insights Guide Insights #29655,article-29655,2023-05-14 00:00:00,206,2023-03-15 00:00:00,2023-05-20 00:00:00,38535
29656,60,3,published,Analysis Update Analysis Review #29656,article-29656,2023-03-09 00:00:00,197,2022-12-11 00:00:00,2023-03-13 00:00:00,38536
29657,12,9,archived,Learning Update Learning Insights #29657,article-29657,,186,2023-09-11 00:00:00,2023-10-14 00:00:00,38537
29658,53,2,draft,Insights Deep Study Review #29658,article-29658,,210,2023-05-30 00:00:00,2023-08-18 00:00:00,38538
29659,46,1,published,Guide Insights How-To Analysis #29659,article-29659,2023-04-20 00:00:00,211,2023-03-11 00:00:00,2023-05-11 00:00:00,38540
29660,26,9,published,How-To Analysis Insights Update #29660,article-29660,2023-06-16 00:00:00,192,2023-03-24 00:00:00,2023-06-23 00:00:00,38541
29661,2,1,published,Analysis Update Trends Review #29661,article-29661,2023-03-14 00:00:00,201,2023-01-26 00:00:00,2023-04-01 00:00:00,38542
29662,26,9,archived,Survey Analysis Insights How-To #29662,article-29662,,225,2023-06-03 00:00:00,2023-07-15 00:00:00,38543
29663,1,3,published,Analysis Guide Deep Trends #29663,article-29663,2023-08-29 00:00:00,224,2023-07-22 00:00:00,2023-09-04 00:00:00,38544
29664,51,9,published,Study Learning Update Review #29664,article-29664,2023-08-29 00:00:00,204,2023-08-20 00:00:00,2023-09-26 00:00:00,38546
29665,56,6,draft,Update Insights Deep Guide #29665,article-29665,,208,2023-01-27 00:00:00,2023-04-29 00:00:00,38547
29666,38,4,draft,Learning Study Review Survey #29666,article-29666,,195,2023-01-03 00:00:00,2023-05-01 00:00:00,38548
29667,46,4,published,Study Study Analysis Insights #29667,article-29667,2023-05-17 00:00:00,211,2023-03-05 00:00:00,2023-06-07 00:00:00,38549
29668,28,1,archived,Learning Deep How-To Learning #29668,article-29668,,197,2024-01-15 00:00:00,2024-03-15 00:00:00,38551
29669,29,2,published,Review How-To How-To Analysis #29669,article-29669,2023-11-21 00:00:00,204,2023-08-24 00:00:00,2023-12-03 00:00:00,38552
29670,15,1,published,Insights Review Trends Survey #29670,article-29670,2023-04-17 00:00:00,192,2023-03-02 00:00:00,2023-05-07 00:00:00,38553
29671,16,4,published,Review Guide Review How-To #29671,article-29671,2023-08-06 00:00:00,210,2023-07-14 00:00:00,2023-08-23 00:00:00,38555
29672,34,8,published,Insights Analysis Review Update #29672,article-29672,2023-11-22 00:00:00,190,2023-09-29 00:00:00,2023-11-29 00:00:00,38556
29673,33,9,published,Review Guide How-To Update #29673,article-29673,2023-04-02 00:00:00,195,2023-03-07 00:00:00,2023-04-21 00:00:00,38557
29674,58,1,published,How-To Insights Deep Study #29674,article-29674,2023-09-03 00:00:00,203,2023-08-16 00:00:00,2023-09-18 00:00:00,38558
29675,49,6,published,Analysis Study Guide Study #29675,article-29675,2023-04-03 00:00:00,213,2023-03-07 00:00:00,2023-04-04 00:00:00,38559
29676,33,8,published,Analysis Learning Survey Update #29676,article-29676,2023-04-14 00:00:00,218,2023-04-05 00:00:00,2023-04-23 00:00:00,38560
29677,4,5,published,Update Trends Trends Insights #29677,article-29677,2023-03-25 00:00:00,220,2023-01-05 00:00:00,2023-03-28 00:00:00,38562
29678,24,10,draft,Learning Insights Deep Insights #29678,article-29678,,172,2023-03-17 00:00:00,2023-05-23 00:00:00,38564
29679,57,1,published,Guide Trends Review Review #29679,article-29679,2023-09-11 00:00:00,180,2023-08-26 00:00:00,2023-09-18 00:00:00,38565
29680,28,2,archived,Survey Learning Analysis Deep #29680,article-29680,,200,2023-04-18 00:00:00,2023-06-07 00:00:00,38566
29681,60,1,archived,Learning Trends Guide Learning #29681,article-29681,,170,2023-03-04 00:00:00,2023-04-13 00:00:00,38568
29682,4,10,published,Analysis Review Deep Deep #29682,article-29682,2023-04-01 00:00:00,186,2023-01-16 00:00:00,2023-04-22 00:00:00,38570
29683,20,5,draft,Analysis Analysis How-To Trends #29683,article-29683,,176,2023-05-12 00:00:00,2023-06-03 00:00:00,38571
29684,20,5,published,Study Deep How-To Trends #29684,article-29684,2023-06-01 00:00:00,191,2023-03-16 00:00:00,2023-06-21 00:00:00,38572
29685,24,2,published,Study Insights Study Review #29685,article-29685,2023-05-30 00:00:00,203,2023-03-18 00:00:00,2023-06-18 00:00:00,38573
29686,56,3,published,Deep Trends How-To Deep #29686,article-29686,2023-03-10 00:00:00,176,2022-12-24 00:00:00,2023-03-19 00:00:00,38575
29687,21,10,published,How-To Study Insights Guide #29687,article-29687,2023-07-26 00:00:00,206,2023-05-17 00:00:00,2023-08-11 00:00:00,38576
29688,51,6,published,Insights Learning Survey Update #29688,article-29688,2023-11-07 00:00:00,226,2023-09-06 00:00:00,2023-11-30 00:00:00,38577
29689,58,4,published,How-To Survey Guide Trends #29689,article-29689,2023-05-15 00:00:00,187,2023-03-29 00:00:00,2023-06-11 00:00:00,38578
29690,51,6,draft,Insights Trends Review Review #29690,article-29690,,196,2023-06-04 00:00:00,2023-07-28 00:00:00,38580
29691,32,10,published,Review Trends Insights Study #29691,article-29691,2023-11-13 00:00:00,208,2023-11-08 00:00:00,2023-12-06 00:00:00,38582
29692,35,2,published,Study Analysis Study Update #29692,article-29692,2023-06-17 00:00:00,205,2023-04-17 00:00:00,2023-07-14 00:00:00,38585
29693,13,3,draft,Study Review Guide Guide #29693,article-29693,,202,2023-05-26 00:00:00,2023-07-17 00:00:00,38586
29694,50,8,published,Insights How-To Survey How-To #29694,article-29694,2023-07-13 00:00:00,189,2023-07-04 00:00:00,2023-07-21 00:00:00,38587
29695,51,8,archived,Review Insights Deep Deep #29695,article-29695,,202,2023-03-27 00:00:00,2023-04-20 00:00:00,38588
29696,9,4,published,Insights Analysis Update Trends #29696,article-29696,2023-06-01 00:00:00,229,2023-03-14 00:00:00,2023-06-23 00:00:00,38589
29697,45,9,published,Update Update How-To Trends #29697,article-29697,2023-09-10 00:00:00,205,2023-08-09 00:00:00,2023-09-16 00:00:00,38591
29698,47,3,draft,Study Learning Survey Trends #29698,article-29698,,188,2023-03-01 00:00:00,2023-04-28 00:00:00,38592
29699,35,2,published,How-To Review Trends Analysis #29699,article-29699,2023-10-25 00:00:00,207,2023-10-22 00:00:00,2023-11-24 00:00:00,38593
29700,24,5,archived,Survey Trends Review Insights #29700,article-29700,,217,2023-03-24 00:00:00,2023-07-07 00:00:00,38595
29701,16,3,published,Study Insights How-To How-To #29701,article-29701,2023-04-28 00:00:00,205,2023-03-04 00:00:00,2023-05-06 00:00:00,38596
29702,32,7,draft,Trends Analysis Insights Study #29702,article-29702,,195,2023-03-17 00:00:00,2023-07-03 00:00:00,38597
29703,39,2,published,Analysis Guide Deep Study #29703,article-29703,2023-04-24 00:00:00,217,2023-02-17 00:00:00,2023-05-09 00:00:00,38598
29704,14,9,archived,Review How-To Insights Review #29704,article-29704,,215,2023-09-08 00:00:00,2023-10-03 00:00:00,38599
29705,43,7,published,Deep Trends Update Analysis #29705,article-29705,2023-05-09 00:00:00,228,2023-04-20 00:00:00,2023-06-01 00:00:00,38600
29706,17,7,published,Deep Analysis Insights Analysis #29706,article-29706,2023-10-29 00:00:00,187,2023-10-20 00:00:00,2023-10-31 00:00:00,38601
29707,23,1,published,Update Review Trends Update #29707,article-29707,2023-05-15 00:00:00,196,2023-05-03 00:00:00,2023-05-26 00:00:00,38602
29708,26,6,published,Study Deep Guide How-To #29708,article-29708,2023-06-22 00:00:00,197,2023-05-29 00:00:00,2023-06-30 00:00:00,38604
29709,15,9,archived,Insights Update Review Study #29709,article-29709,,189,2024-10-12 00:00:00,2024-12-10 00:00:00,38605
29710,11,6,archived,Survey Insights Survey Learning #29710,article-29710,,212,2022-12-23 00:00:00,2023-03-25 00:00:00,38606
29711,47,8,draft,Learning Insights Learning Insights #29711,article-29711,,199,2023-05-31 00:00:00,2023-08-14 00:00:00,38607
29712,56,7,archived,Guide Review Insights Update #29712,article-29712,,217,2023-01-24 00:00:00,2023-04-05 00:00:00,38608
29713,60,4,draft,Review Deep Trends Review #29713,article-29713,,225,2023-06-23 00:00:00,2023-09-26 00:00:00,38610
29714,27,1,published,Study Learning Update Deep #29714,article-29714,2023-06-04 00:00:00,196,2023-05-15 00:00:00,2023-06-09 00:00:00,38611
29715,12,8,published,Analysis Insights Insights Analysis #29715,article-29715,2023-12-17 00:00:00,205,2023-11-21 00:00:00,2023-12-27 00:00:00,38612
29716,40,8,archived,Insights Insights Insights Trends #29716,article-29716,,192,2023-09-11 00:00:00,2023-09-28 00:00:00,38613
29717,6,3,draft,Learning Guide Guide Analysis #29717,article-29717,,200,2023-01-29 00:00:00,2023-03-18 00:00:00,38614
29718,17,8,draft,How-To Learning Insights Study #29718,article-29718,,214,2023-01-30 00:00:00,2023-04-07 00:00:00,38615
29719,8,6,draft,Survey Guide Insights Study #29719,article-29719,,195,2023-03-17 00:00:00,2023-06-15 00:00:00,38616
29720,3,2,published,Survey Study Trends Learning #29720,article-29720,2023-05-17 00:00:00,210,2023-05-10 00:00:00,2023-06-10 00:00:00,38617
29721,56,4,published,Analysis Review How-To Guide #29721,article-29721,2023-03-21 00:00:00,206,2023-01-14 00:00:00,2023-03-22 00:00:00,38619
29722,60,5,draft,Analysis Insights Study Study #29722,article-29722,,215,2023-03-02 00:00:00,2023-03-28 00:00:00,38620
29723,49,10,draft,Survey Study Trends Trends #29723,article-29723,,173,2023-03-26 00:00:00,2023-06-21 00:00:00,38621
29724,15,9,archived,Review Study Survey Survey #29724,article-29724,,199,2023-01-05 00:00:00,2023-03-11 00:00:00,38622
29725,42,1,published,Analysis Deep Guide Update #29725,article-29725,2023-10-04 00:00:00,203,2023-09-24 00:00:00,2023-11-02 00:00:00,38624
29726,22,7,draft,Deep Deep Insights Analysis #29726,article-29726,,224,2023-05-28 00:00:00,2023-08-30 00:00:00,38625
29727,10,2,draft,Survey How-To Update Insights #29727,article-29727,,198,2023-07-04 00:00:00,2023-08-11 00:00:00,38626
29728,40,2,draft,Learning Update Insights Survey #29728,article-29728,,184,2023-01-11 00:00:00,2023-03-29 00:00:00,38627
29729,55,10,draft,Insights Guide Analysis Insights #29729,article-29729,,159,2022-12-18 00:00:00,2023-03-14 00:00:00,38628
29730,36,8,published,How-To Insights Deep Survey #29730,article-29730,2023-05-24 00:00:00,194,2023-05-08 00:00:00,2023-06-08 00:00:00,38629
29731,43,10,published,Trends Update Guide Insights #29731,article-29731,2024-08-24 00:00:00,175,2024-06-10 00:00:00,2024-08-29 00:00:00,38631
29732,26,4,draft,Review Study Trends Insights #29732,article-29732,,193,2023-01-14 00:00:00,2023-04-19 00:00:00,38632
29733,23,1,published,Review Trends Survey Review #29733,article-29733,2023-04-15 00:00:00,209,2023-04-12 00:00:00,2023-04-21 00:00:00,38633
29734,21,6,published,Update Review How-To Guide #29734,article-29734,2023-03-17 00:00:00,199,2022-12-23 00:00:00,2023-03-23 00:00:00,38634
29735,52,6,published,Survey Learning Trends How-To #29735,article-29735,2023-06-27 00:00:00,210,2023-04-11 00:00:00,2023-07-27 00:00:00,38635
29736,41,9,published,Learning Survey Trends Review #29736,article-29736,2023-06-18 00:00:00,220,2023-06-18 00:00:00,2023-06-25 00:00:00,38636
29737,18,3,published,Insights Study How-To Analysis #29737,article-29737,2023-03-13 00:00:00,196,2023-01-16 00:00:00,2023-04-08 00:00:00,38637
29738,14,6,draft,Insights Review Deep Deep #29738,article-29738,,198,2023-04-07 00:00:00,2023-05-11 00:00:00,38638
29739,12,8,draft,Analysis Survey How-To Learning #29739,article-29739,,180,2023-06-19 00:00:00,2023-07-09 00:00:00,38640
29740,35,3,published,Study Deep Trends Survey #29740,article-29740,2023-05-12 00:00:00,202,2023-03-25 00:00:00,2023-05-15 00:00:00,38641
29741,14,7,published,How-To Update Learning Update #29741,article-29741,2023-06-27 00:00:00,206,2023-04-27 00:00:00,2023-07-06 00:00:00,38643
29742,40,9,published,Learning Deep Study Survey #29742,article-29742,2023-08-25 00:00:00,223,2023-07-14 00:00:00,2023-08-27 00:00:00,38644
29743,24,3,published,Deep Insights How-To Insights #29743,article-29743,2023-06-30 00:00:00,206,2023-04-18 00:00:00,2023-07-28 00:00:00,38645
29744,25,3,archived,Trends Update Guide Update #29744,article-29744,,211,2023-04-26 00:00:00,2023-06-13 00:00:00,38646
29745,29,9,published,How-To Trends Deep Learning #29745,article-29745,2023-09-18 00:00:00,186,2023-07-03 00:00:00,2023-09-18 00:00:00,38647
29746,56,4,published,Guide Learning Analysis Guide #29746,article-29746,2023-10-29 00:00:00,180,2023-09-02 00:00:00,2023-11-15 00:00:00,38648
29747,33,3,published,Survey Learning Survey Update #29747,article-29747,2023-04-22 00:00:00,189,2023-02-25 00:00:00,2023-05-04 00:00:00,38649
29748,7,4,published,Review Learning How-To How-To #29748,article-29748,2023-03-21 00:00:00,205,2023-01-28 00:00:00,2023-04-15 00:00:00,38650
29749,56,8,draft,Update Survey Learning Trends #29749,article-29749,,182,2023-06-02 00:00:00,2023-08-28 00:00:00,38652
29750,52,8,published,Trends Review Analysis Survey #29750,article-29750,2023-03-27 00:00:00,204,2023-03-11 00:00:00,2023-04-14 00:00:00,38654
29751,43,7,published,Learning Learning Learning Study #29751,article-29751,2023-12-03 00:00:00,215,2023-10-24 00:00:00,2023-12-21 00:00:00,38655
29752,47,10,published,Deep Review Guide Analysis #29752,article-29752,2023-03-04 00:00:00,198,2023-02-20 00:00:00,2023-04-01 00:00:00,38656
29753,2,1,published,Trends Survey Study Trends #29753,article-29753,2023-11-22 00:00:00,190,2023-10-07 00:00:00,2023-12-10 00:00:00,38657
29754,43,2,published,Analysis Guide Study Survey #29754,article-29754,2023-06-02 00:00:00,198,2023-03-09 00:00:00,2023-06-08 00:00:00,38658
29755,42,9,published,Survey Insights Review How-To #29755,article-29755,2023-08-04 00:00:00,195,2023-07-03 00:00:00,2023-08-10 00:00:00,38659
29756,4,7,published,Survey Survey Review How-To #29756,article-29756,2023-04-24 00:00:00,212,2023-04-05 00:00:00,2023-05-19 00:00:00,38660
29757,3,2,published,Study Review Update Analysis #29757,article-29757,2024-07-14 00:00:00,220,2024-06-06 00:00:00,2024-07-24 00:00:00,38661
29758,6,10,published,Deep Review How-To Study #29758,article-29758,2023-03-28 00:00:00,191,2023-01-04 00:00:00,2023-04-01 00:00:00,38662
29759,11,9,published,Survey Guide Update How-To #29759,article-29759,2023-04-03 00:00:00,206,2023-03-18 00:00:00,2023-04-18 00:00:00,38663
29760,30,3,published,Analysis Insights Survey Trends #29760,article-29760,2023-03-07 00:00:00,193,2022-12-13 00:00:00,2023-04-05 00:00:00,38665
29761,48,5,draft,Insights Learning Insights Analysis #29761,article-29761,,187,2023-10-29 00:00:00,2023-12-27 00:00:00,38668
29762,47,6,draft,Analysis Survey Insights Learning #29762,article-29762,,180,2023-04-14 00:00:00,2023-05-24 00:00:00,38669
29763,34,9,published,Review Deep Insights Trends #29763,article-29763,2023-06-27 00:00:00,179,2023-05-26 00:00:00,2023-07-20 00:00:00,38670
29764,24,9,archived,Learning Deep Learning Learning #29764,article-29764,,201,2023-04-02 00:00:00,2023-07-18 00:00:00,38672
29765,32,10,published,Guide Survey Insights Study #29765,article-29765,2023-10-04 00:00:00,201,2023-09-19 00:00:00,2023-10-30 00:00:00,38673
29766,53,8,published,Learning How-To Insights Review #29766,article-29766,2023-06-24 00:00:00,218,2023-04-12 00:00:00,2023-07-23 00:00:00,38674
29767,3,9,published,Analysis Learning Update Deep #29767,article-29767,2023-05-27 00:00:00,180,2023-05-21 00:00:00,2023-06-20 00:00:00,38675
29768,52,9,draft,Insights Trends Insights Review #29768,article-29768,,193,2023-05-16 00:00:00,2023-07-11 00:00:00,38677
29769,34,2,draft,Insights Trends Guide Guide #29769,article-29769,,163,2023-07-09 00:00:00,2023-07-27 00:00:00,38678
29770,37,6,published,Trends Review Guide Trends #29770,article-29770,2023-03-23 00:00:00,196,2023-03-06 00:00:00,2023-03-24 00:00:00,38679
29771,47,6,published,Learning Trends Trends Review #29771,article-29771,2023-03-14 00:00:00,208,2023-02-08 00:00:00,2023-04-07 00:00:00,38681
29772,46,2,archived,Trends Update Trends Survey #29772,article-29772,,217,2023-01-10 00:00:00,2023-03-20 00:00:00,38682
29773,57,5,published,Trends Survey Study Insights #29773,article-29773,2023-04-19 00:00:00,192,2023-02-12 00:00:00,2023-05-07 00:00:00,38683
29774,52,9,draft,Update Analysis Guide Survey #29774,article-29774,,187,2023-04-16 00:00:00,2023-06-10 00:00:00,38684
29775,3,9,published,Insights Analysis Insights How-To #29775,article-29775,2023-06-09 00:00:00,221,2023-05-25 00:00:00,2023-06-15 00:00:00,38686
29776,59,3,published,Survey Survey Study Insights #29776,article-29776,2024-01-27 00:00:00,219,2023-11-24 00:00:00,2024-02-20 00:00:00,38687
29777,9,3,published,Insights Survey Study Insights #29777,article-29777,2023-04-12 00:00:00,176,2023-03-12 00:00:00,2023-05-04 00:00:00,38688
